date,total_bets,avg_roi,avg_edge,heavy_fav_roi,moderate_roi,underdog_roi
2025-03-27,8,-376.625,0.5214725382004489,-376.625,,
2025-03-28,7,-547.2857142857143,0.4916887897588746,-547.2857142857143,,
2025-03-29,7,-108.30000000000001,0.4485766835575022,-327.6,,111.0
2025-03-30,8,-123.16666666666666,0.5182254281592317,-302.8333333333333,,56.5
